user_name,user_location,user_description,user_verified,date,text,hashtags,source
Johnny Nemes,London,,False,2021-08-17 10:39:31,"@Blocoholi Hi, do you need to be Swiss national or resident to convert the NHS Covid pass into a Swiss Covid pass?",,Twitter for iPad
Ellie Cachette 🇺🇸,"Miami, FL",American investor having worked in 🇷🇴 🇨🇴 🇱🇺 🇨🇭now back in 🇺🇸 | mostly philanthropy | some venture #teammiami,False,2021-08-17 10:39:17,@choikahyi @citizenj17 But... where is his vaccine passport!?!?!,,Twitter for iPhone
Kelvis,,,False,2021-08-17 10:36:45,"@darrengrimes_ I went to a football match Sunday, 60,000 attendance. My ticket was electronic. I got a 48 hour covid pass electronically, mandatory to get in. No problem. Shut the fuck up.",,Twitter Web App
Frank,"Melbourne, Australia",Retail strategist by day. tweets on #wine 💕 and politics.... but not together. enjoy what u like. ignore the rest. #Beaujolais #Chablis #Piedmont,False,2021-08-17 10:35:47,Contraversial health pass now mandatory in shopping malls in parts of France - RFI English https://t.co/NIuAkcfAwt,,Twitter for iPad
Jackie,,,False,2021-08-17 10:32:26,"@PatrickGormanMP @AustralianLabor Mate, look across the globe, tell me one place a Covid passport is saving anybody. Politics really is reaching new lows where discrimination and segregation is considered “doing the right thing” and “for your safety” Those things have never been on the right side of history.",,Twitter for iPhone
stevejn,Hertford,"Veteran boxer.Semi-feral Manchester Uni & LSE Christ is my light,Christ is my strength In love with England. Challenge the narrative.Peace to all. Reform UK",False,2021-08-17 10:31:43,"the plan is to hook them into the digital control system:
step  one -vaccination
step two- they receive a digital health pass without which they cannot travel , go to premier league etc etc
step three-they receive messages about variants &amp; booster jabs-never ending- https://t.co/d2rSuhRpj7",,Twitter Web App
uktweeter01🇨🇳🇬🇧,,"for: liberal democracy, small gov, science, reason, equality, justice, human rights. against: bullshit, dishonesty, inequality, corruption. some shitposting",False,2021-08-17 10:31:15,@CountOlaf2021 fly in the ointment of operation vaccine passport.,,Twitter Web App
News230,india,"Latest news from around the World, politics,business, entertainment, sports, science, health, celebrity, gossip and much more.",False,2021-08-17 10:31:11,A surreal scenario on the Franco-Belgian border: the compulsory health pass on the left of the street but not on the right https://t.co/96MubmTJsz,,WordPress.com
Phil Vintin,Sheffield,"@katiebrear makes me smile. Still playing weekly football, drink too much, likes to help others, does a bit of stuff.",False,2021-08-17 10:30:46,"@SnowStormBlue @EU_NO_MORE What’s wrong with the vaccine passport? The only way to halt refugees coming to the UK is to stop bombing their countries, increase foreign aid to make their homelands better and allow them to apply for asylum from outside the UK.",,Twitter for iPhone
Todd Zywicki,"Arlington, VA; Washington, DC","George Mason University Foundation Professor of Law, Antonin Scalia Law School
#screenB4vaccine",False,2021-08-17 10:30:07,Breaking news from NYC: An up-close lab picture of the novel Franken-variant created by all the vaccinated people mixed their highly-infectious breakthrough infections together in their vaccine passport clubs. https://t.co/GcMmRqIEut,,Twitter Web App
F•S•E,,Sports fanatic. Challenge me.,False,2021-08-17 10:24:22,@hreanness1 @City_Xtra @MikeMinay I just would’ve thought the covid pass would be more essential than the damn ticket itself! Bit shocked about hearing this to be honest!,,Twitter for iPhone
Dook 🌸🇬🇧 🇺🇸 🇳🇿 it/its (Proper Pronouns),UK - US/NZ - possibly AU,Aviation Modeller/Programmer currently eating life out as a Web developer / LayAbout #excludedUK  RTs not endorsements. Political tweets speculative. #Gay,False,2021-08-17 10:23:44,@PrisonPlanet The question I don't understand with vaccine passport paper copies / bar code is why you have to have an expiry date despite all your details on same paper been in plain print.. either been vaccinated or not.. or is it a prelude to a passport tax via paid for boosters ?,,Twitter Web App
Ecopool_Heaters,,"Pool heating on the Costa del sol, Our dual inverter pool heaters are very economical to run giving you a great water temprature year round.",False,2021-08-17 10:22:12,@sanidadgob Is it possible to link my vaccines given in the UK to my Spanish app for the digital covid pass. https://t.co/IXs9KzpQF9,,Twitter for iPhone
Cynthia Fedock,"Houston ,Texas.","Jesus is the reason for every season! Jesus Christ, Our Lord and Savior who died with his blood for:

 ""ALL OF MAN KIND!

#ProLife",False,2021-08-17 10:21:49,@Sparky6461 Oh Lord! @Sparky6461 we have got to find a way to stop this vaccine passport nonsense! So many people still following the narrative. What a nightmare!,,Twitter Web App
DrStano,,"Father, Husband, medical provider, decorated veteran, Adjunct Clincal Asst Professor, former elected official, huge Trump supporter #Trump2024",False,2021-08-17 10:20:27,"@PrinciplesM @tangytangier @Holden114 I’m 57..had the flu and been sick with many things…my immune system kept me alive…
It’s idiocy to think a vaccine is unity…
I’ve had Covid; I have the best immunity..
A vaccine passport will just bring division…
I’ll never prescribe..common enemy? Those are the evil people",,Twitter for iPhone
Rimzee Razvi,🇦🇪,"Where to next...?
🔛🇧🇷🇩🇪🇪🇸🇫🇰🇬🇪🇬🇫🇬🇭🇬🇾🇮🇲🇱🇷🇱🇻🇲🇬🇰🇵...🔛
https://t.co/uRoSgdA5YV 🔄 https://t.co/vJovvXiDB2",False,2021-08-17 10:15:01,Here’s a guide to what a hospitality vaccine pass could mean for your next trip 👇 https://t.co/qrZ5rVqkRE,,LinkedIn
...,,,False,2021-08-17 10:14:46,"@fred_englander @City_Xtra @MikeMinay That's what I thought even when it was at Wembley it was useless, it took me a while to get the nhs covid pass sorted and we were told we would get defied entrance if we didn't have it yet it wasn't checked once",,Twitter for Android
Oti Goodhind,,architect and artist... London & Barcelona,False,2021-08-17 10:10:52,@jiminey56386668 Yes for unvaccinated… vaccinated Covid pass and antigen ok,,Twitter for iPhone
John Bleasdale,"Venice, Italy",Words. @sightsoundmag @The_Hot_Corn @econculture  https://t.co/AxwQRwf1nm Host: Writers On Film: https://t.co/kUr3kA8yUT #cannes,False,2021-08-17 10:10:12,So my university sent an email. If you don’t have a vaccine pass you will be considered absent without justification for the first 5 days and following that suspended. I think that’s fair. You’re free to make that decision but also to take the consequences.,,Twitter for iPad
Enthusiastic Amateur,,Random human on a beautiful natural planet - trying to make sense of this crazy artificial society ...,False,2021-08-17 10:07:46,"@DailyCaller If the *VACCINATED* can catch the virus
(test+, infect others, have symptoms)

What's the point of a *Vaccine Passport* 
WITHOUT a *negative-test* ... virus spreading?

What's the point of a *Vaccine Passport* 
WITH a *negative-test* ... *control*?

Logic fail ... or a trap? https://t.co/rXpEuS1s4f",,Twitter Web App
Melinda Messenger,,"TV & Media, trainee Psychotherapist -   julia@championtalent.co.uk 
insta at Melinda.J.Messenger 💛",True,2021-08-17 10:03:43,Young people who are worried about Covid Pass for nightclubs etc. The NHS website (in Exemptions) says that you can self-declare Medically Exempt &amp; don't need to provide proof.  They can not legally be denied entry once they have said they are exempt.   https://t.co/TdftERgfX7 https://t.co/IlCb1ETsGK,,Twitter for Android
Steve Williams,Hawaii,Author of 'What Your Atheist Professor Doesn't Know (But Should)': https://t.co/FNL3ucUhV7 .ALWAYS FOLLOWS BACK! #tcot #ccot #tlot,False,2021-08-17 10:03:10,"Mayors of two French cities tell police to stand down on vaccine passport enforcement - BRAVO!!! https://t.co/egq8a9aS3f 
#tcot #ccot #tlot #lnyhbt #reason #logic #God #JC #J #usa # #teaparty #commonsense #philosophy",,Twitter Web App
Maisie Cork Arundel,,London. Cats.,False,2021-08-17 10:02:11,@ClareBlueFlares Greece accepts a PCR or a lateral flow test as entry. Alternatively if you’ve been double vaccinated for 2 weeks you can present your covid pass to get in without a test :),,Twitter Web App
彭广洲,,Apples,False,2021-08-17 10:01:43,"@niagaracollege It is unbelievable, this is vaccine passport system, this is crime. Vaccines are emergency approved drugs, and it is an experimental drug. Why not trust your immune system?  Getting vaccinated won not prevent you from getting Delta again.",,Twitter for iPad
neil Eastell,East Kent ,"🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🏳️‍🌈. Brexiteer, No sympathy for illegal migrants, Lefties , BLM thugs , Loves animals especially dogs . proud of my country, Buy British",False,2021-08-17 10:01:19,"@mrcynical24 @DaveDyallen72 Only Brits need documentation, Vaccine passport etc , migrants can enter UK with nothing , no passport , visa , tests , nothing.",,Twitter for iPad
🐸𝐚𝐦𝐢𝙗™️,,UFO Pilot 👽,False,2021-08-17 10:00:50,"Anecdotal evidence detailed by former Google software engineer Mike Hearn strongly suggests that most restaurants, cafes and other businesses in France are not enforcing the country’s controversial vaccine passport system.",,Twitter Web App
🐸𝐚𝐦𝐢𝙗™️,,UFO Pilot 👽,False,2021-08-17 10:00:49,"Businesses Are Refusing to Enforce France’s Vaccine Passport
https://t.co/7TqFMP0H1G
Anecdotal evidence suggests it might have been one big bluff.",,Twitter Web App
Mabel Diaz L,,Midl,False,2021-08-17 10:00:36,"@DLPHelp i sent a message to get info for my visit but no answer.  PLEASE can you help me.
 Its about the sanitary pass. I do have CDC  vaccine card  Pfizer and I want to confirm for my kids 14 and 11 years old that have not been vaccinated",,Twitter for Android
Songpinganq,,Explore,False,2021-08-17 10:00:35,"@DrStephenT @JeromeFahrer Without qr code vaccine passport,you may end in covid quarantine camp in China https://t.co/sil4vzPaEN",,Twitter for Android
Mona Sakr,London,@MiddlesexUni Lecturer - Social Leadership in Early Childhood Education | Collaborative Innovation | Digital Pedagogies,False,2021-08-17 10:00:26,I have two tickets to All Points East on Mon 30th Aug. Amazing line-up. Mile End. Can't make it anymore so DM if you want the tickets - happy to give them away for free to anyone asking. (Entry requires Covid pass). X,,Twitter Web App
BrightHR_,"UK, ROI, ANZ, CAD","Simplifying business with award-winning #HR & safety software, employment law advice and wellbeing for #SMEs across the world. #NowIsTheBrightTime",True,2021-08-17 10:00:24,"“Although half of people expect their employer to demand a vaccine passport, it remains to be seen how reasonable those demands are”

@alan__price talks to @YahooNews about making COVID-19 vaccinations compulsory for staff. 💉

https://t.co/PWmWffmTvZ",,Hootsuite Inc.
SIMON FORRESTER,,,False,2021-08-17 09:59:21,"@steph6_xox @RobBluetime @1Fubar But it’s the only possible conclusion to a policy aimed at ‘zero covid’. They cannot guarantee inbound tourists are not going to re-import covid, even with a Vaccine Passport. Because even vaccinated people can carry the virus. Scientists have been on record admitting that !",,Twitter for iPhone
Songpinganq,,Explore,False,2021-08-17 09:58:45,"@LaurieD83307197 @henriettacook Without qr code vaccine passport,you may end in covid quarantine camp in china https://t.co/q1eTuRjLVz",,Twitter for Android
Joshua Weitz,"Atlanta, GA","Professor, School of Biological Sciences & Physics;  Director, QBioS PhD;  Georgia Tech",False,2021-08-17 09:58:00,"Elevated risk of #Covid19 transmission associated with even moderate size events in France, particularly in Southern coastal regions.

Wear a mask
&amp;
Get vaccinated (the health pass sanitaire has increased rates, but large gaps remain)

https://t.co/IX6qW1R0Or https://t.co/UltmakV0Pf",['Covid19'],Twitter Web App
Songpinganq,,Explore,False,2021-08-17 09:57:28,"@ca_barrington @MariusCRoodt @AndreFlashPatch Without qr code vaccine passport,you may end in covid quarantine camp in china https://t.co/GMd5kMDKHV",,Twitter for Android
Harry Noze (knows)Post Apocalyptic King!,,"Love motos, Trump supporter, F4F if no fb, I unfollow(ratio issue)lazy with caps. soon to be ruler of Positano and Greek isles. i ignore dms",False,2021-08-17 09:57:03,"When the Taliban makes it to NY, do you think they will follow vaccine passport requirements?",,Twitter for iPhone
EyeForTruth,"Richmond, VA",,False,2021-08-17 09:56:51,@Laurie_Garrett A vaccine passport ends this.,,Twitter for Android
7NEWS Brisbane,"Queensland, Australia","First for news, sport and weather in Queensland. Weekdays at 4pm, nightly at 6pm. Got a news tip? Email 7NEWS@seven.com.au #7NEWS",True,2021-08-17 09:55:46,"A vaccine passport is closer than ever tonight, with the Premier mandating all essential workers from NSW must have the jab to enter Queensland. It's tipped to be a taste of a new way of life in the Sunshine State. LINK @SamHeathwood7 #COVID19 #7NEWS https://t.co/yfuFwsjBN6",,Twitter Media Studio
Songpinganq,,Explore,False,2021-08-17 09:53:39,"@MatuMikey @Jongile64557371 @zaneleorama @akiMokoena7 @NicoleTheGiant Without qr code vaccine passport,you may end in covid quarantine camp in china https://t.co/pc8GQK0LJP",,Twitter for Android
Jennifer Anne Hubbard,,,False,2021-08-17 09:53:00,"@luluburt14 I don’t agree with vaccine passport either, but the comparison of attending a concert to life and death situations or the oppression that will be experienced if they remain in Afghanistan is untenable.",,Twitter Web App
Mana LeMons 🍋,Rabbit Hole,RT not always endorsement / Ψchometrics / Cats / NC20 funny tinge / “Stand firm and you will find life.” / dumping conservative.,False,2021-08-17 09:52:31,@EU_NO_MORE I would only consider supporting him again if he completely ditches the vaccine passport &amp; halt the Dover refugee entry.,,Twitter for iPhone
Enthusiastic Amateur,,Random human on a beautiful natural planet - trying to make sense of this crazy artificial society ...,False,2021-08-17 09:52:20,"@talkRADIO @JuliaHB1 @BigBrotherWatch If the *VACCINATED* can catch the virus
(test+, infect others, have symptoms)

What's the point of a *Vaccine Passport* 
WITHOUT a *negative-test* ... virus spreading?

What's the point of a *Vaccine Passport* 
WITH a *negative-test* ... *control*?

Logic fail ... or a trap? https://t.co/GNomx6qDcI",,Twitter Web App
Jennifer Waddell,"Nashville, TN","News anchor-reporter @ FOX17 This Morning in Nashville. Thoughts and opinions are my own, RTs are not endorsements.",True,2021-08-17 09:51:35,"NY now requiring COVID vaccine proof to dine-in, workout and be entertained.  Going to NYC?  Here's what you need to know.

https://t.co/GCkTXoyb47",,Twitter Web App
MCC Wythenshawe,"Wythenshawe, Manchester","Updates from your local Manchester City Council officers. Twitter should not be used to request services, please go to http://t.co/QJYuJITO8z",False,2021-08-17 09:51:18,Download the NHS App for free today to get your NHS COVID Pass and to access a range of other NHS services ➡️ https://t.co/u66ZCOji5U https://t.co/sXq01uIAh6,,Twitter Web App
Bugo,"London, England",Friend of FemCo. I love love & tweet a lot. Travel x London blogger at https://t.co/c77aLXy5lU || https://t.co/I4mKmfiY7l ||info@lifewithbugo.com,False,2021-08-17 09:50:54,My vaccine passport is readyyy 💃🏾💃🏾,,Twitter for iPhone
Stephen Moloney (blue tick),Brisbane,Are all sun dried tomatoes dried in the sun? You can check out my details on MySpace.,False,2021-08-17 09:49:50,@Peter_Fitz Just at loaded my vaccine pass into my apple wallet on my phone. Feeling very up to date and ready to travel,,Twitter for iPhone
F•S•E,,Sports fanatic. Challenge me.,False,2021-08-17 09:48:22,@City_Xtra @MikeMinay So you’re not demanding spectators show a covid pass before the game? I thought this was mandatory for large events. Maybe I am wrong..,,Twitter for iPhone
P da G * Mansa Musa,"Johannesburg, South Africa","Musician, D.O.P, Digital Dev, Strategy & Business Specialist,  Pro-Black, Healer, Disrupter, Honcho @ahlukamedia @2stinaSA | bookings@mrgrindsmith.com",False,2021-08-17 09:47:40,They use your fear to convince you to relinquish your rights. Now you must have a vaccine passport or be refused access to spaces? Apartheid 2.0 but this time its the vax vs the vaxnots?,,Twitter Web App
Mae,"Paris, France","Unafraid.
Illustrator when I feel like it 🖍
🤖 ML prototyping @PrevisionIO",True,2021-08-17 09:47:08,"I’m visiting this castle and an antivax mom really just asked if she needed a mask/health pass to enter, was told yes, and entered anyways 💀",,Twitter Web App
Bob Roble,Atlanta via Seattle,"Sports Techie community sport tech curator. Fmr Samsung Business USA. Seahawks, NYG, Rockets, Panasonic, Intel, IBM, Cisco. Whittier College alum. Autism Champ.",False,2021-08-17 09:46:19,"Raiders announced their new policy for Allegiant Stadium on Monday. The team will require all attendees to show proof of vaccination via the CLEAR Health Pass and mobile app, which it says will allow fans to attend games without wearing a mask. https://t.co/5Ec5HowA7d",,Twitter for iPhone
𝕲𝖊𝖈𝖐𝖔,,bitcoiner - top-tier shitposer - antagonist - smartass maximalist.,False,2021-08-17 09:45:38,@spinte8 When they ask for a vaccine passport... https://t.co/uutOgh4NY7,,Twitter for Android
MCC Wythenshawe,"Wythenshawe, Manchester","Updates from your local Manchester City Council officers. Twitter should not be used to request services, please go to http://t.co/QJYuJITO8z",False,2021-08-17 09:45:03,"As we get back to doing the things we love, you may be asked to show an NHS COVID Pass. This includes your vaccination details or recent COVID test results. If eligible, you can get your pass through: The NHS App 📱 Online via https://t.co/WUqt4NvcVD 💻 Calling 119 📱 https://t.co/2tKKRjzlqs",,Twitter Web App
Jon Worth,Berlin,"🇪🇺 citizen, 🇬🇧 passport, 🇩🇪 resident. Teaches @CollegeofEurope. Pretty tired of #Brexit, now tweeting about 🇪🇺 transport & railways. Member @die_gruenen",True,2021-08-17 09:44:44,"@kevinmugadxa @angus_f_h With an EU Digital COVID Pass, yes. Without one it would be a real mess.",,Twitter Web App
marvinturner,,#Executive | #Professor | #Investor | #Startup #Mentor | My opinions are my own.,False,2021-08-17 09:44:30,"Your vaccine card could soon be required at the best restaurants, clubs and shows. Columnist @nicnguyen explains how to save a digital copy and register with eligible vaccine passport apps https://t.co/3q9WktaEOi",,Twitter for iPhone
"Sterling Holdings & Investments, LLC.","Atlanta,  Ga. ","A holding company. Subsidiaries include corporate advisory, issuer services, web based news, and a registered stock transfer agent.",False,2021-08-17 09:40:42,Follow Your Nose to Herd Immunity by Michael Segal https://t.co/uQErbBmTc1,,Twitter for iPad
john.falatko,"Indiana, USA","https://t.co/L4fb04FgN2 Physician by day, in pursuit of knowledge by night. There's a lot of purpose out there. Pile it on",False,2021-08-17 09:40:04,"Does this guy really believe this? If this were the case then there would be no successful vaccines. Ever! IgA is not the missing link. How does this make it into ⁦⁦@WSJ⁩?
#medtwitter #vaccines  https://t.co/QzHsR5BDLn",,Twitter for iPhone
Mr Cynical,"England, United Kingdom",nothing seems to surprise me anymore. ex military and retired teacher. not concerned about following or being followed - sorry. be safe.,False,2021-08-17 09:39:18,@NeilEastell @DaveDyallen72 Bet he didn’t need a vaccine passport 🤨😉,,Twitter for iPad
Val,"Québec, Canada","Cha-Cha-Cha-chewin' up the universe! Mother of equines, canines, and felines. Free spirit. Reinventing myself at 60 years old. Humanity, peace to all.",False,2021-08-17 09:38:52,"Looks like the recommendation is now a third shot is necessary after 8 months to maintain protective coverage, not just for the immunocompromised.  What happens with the vaccine passport now? @francoislegault #passportvaccinal",,Twitter for Android
Bill Skouteris,,,False,2021-08-17 09:37:10,@nypost Think all these men (weird) showed a negative Corona test or vaccine passport to get on flight ?,,Twitter for iPhone
Mitchell Stein,"Maine, USA","My career has been in health care, but I also talk about food, climate, and dogs.

Sometimes I talk to the press, the website link brings you to examples",False,2021-08-17 09:36:49,"Putting the question of the need for boosters aside...

Wouldn't the action of providing the booster be a great time to activate an electronic system to confirm vaccination? (I never said vaccine passport, did you hear me say vaccine passport?) 

https://t.co/ufXQoIfcI5",,Twitter Web App
'Sikh For Truth'.,"Leicester, England",Futurist. Writer. https://t.co/EtbrSPd1tF,False,2021-08-17 09:35:41,"What if you don't want to be on this vaccine passport subscription plan?

Too bad! Once the ""passport system"" is in place, there will be no Customer Service numbers to call to cancel it. 

You want to eat out? Go to a concert? You'll need to get that 5th, 10th or 15th shot. https://t.co/7aab79mc6L",,Twitter for Android
Daniel Gormally,Alnwick,https://t.co/0QG9GlZOVz,False,2021-08-17 09:35:06,@Yorks_Viking Boycott any places that ask for covid passport,,Twitter Web App
somhairle 🏴󠁧󠁢󠁳󠁣󠁴󠁿,gaeldom,is treasa tuath na tighearna,False,2021-08-17 09:34:38,@kuningasbitch @scotgov Oh shit is there even any point in me waiting in this queue then cos it is a covid passport I'm trying to get lol,,Twitter for Android
Michael Matusowsky,Pretoria,| Computer Engineer | Football and Formula 1 Enthusiast | Gaming |,False,2021-08-17 09:32:59,@Jongile64557371 @zaneleorama @akiMokoena7 @NicoleTheGiant Wait until places start requiring a vaccine passport for you to go there 😊. Your tune will change very quickly once you’re not able to go to your favourite restaurants because they require you to be vaccinated.,,Twitter for iPhone
Liam,,Philanderer,False,2021-08-17 09:32:45,@somhairle_ @scotgov I got my first vaccine in Scotland and now have to start all over again because it turns out even the physical certificates they give don't have the right information on them for a covid passport,,Twitter Web App
Ben Bryan,Warrington,@AmyyBryan ♥,False,2021-08-17 09:32:44,"@CaroInSpace @easyJet You will be able change your name at the doctors, back to your maiden name. Just give them a ring. We had the same issue and now our vaccine pass matches our passport names",,Twitter for iPhone
Cyprus Beach•House,"Boğaz/İskele, North Cyprus",We are here to help you discover if our North Cyprus is right for you.,False,2021-08-17 09:32:16,Citizens of North Cyprus can now access the EU's Covid Passport via the Republic of Cyprus. Applicants first need their flight tickets.,,Twitter Web App
Keith Jones,,,False,2021-08-17 09:31:58,"@AndreaEdmondso1 @NeilClark66 Agreed, it has nothing to do with vaccine passports, but everything to do with the introduction of a multi function surveillance and control app called a vaccine passport.",,Twitter for iPad
Anielka Karolak,,"""During times of universal deceit, telling the true becomes a revolutionary act""",False,2021-08-17 09:31:37,@frankarmstrong2 I though people took the vaccine to not get sick and not to get Covid passport???? In what sick country we are living !!!!,,Twitter Web App
SATSA,Johannesburg,"The voice of inbound tourism, SATSA is a non-profit, member-driven association that represents the tourism industry's private sector in Southern Africa.",False,2021-08-17 09:31:25,"The campaign aims to identify and leverage areas of UK-SA interest, build confidence in SA’s infection control and vaccination program and engage in the operation of new health certification and vaccine passport programs. @IOL #SouthAfricaisTravelReady
https://t.co/Dfg4esnzGV",,Twitter Web App
La French ConAction..🇫🇷,,Identifier les criminels à col blanc et leurs réseaux. Exiger des sanctions pour ces individus qui se considèrent intouchables ou au-dessus de la loi.,False,2021-08-17 09:30:18,Bordeau : Hospitality Regional Union test the implementation of bracelets for its regular customers for they won’t have to show there sanitary pass each time they enter  a restaurant or a bar..VIP bracelet (Vaccinated Immunodeficiency Pass) #Covid #Liberté https://t.co/k6OBpVyZEK,,Twitter for iPhone
Winson,Citizen of the World,"#Bitcoin is Volcanic🌋Money in 🇸🇻. 

🧐👆✍️ A Maverick Entrepreneur's Manifesto https://t.co/b7IbLIttjG",False,2021-08-17 09:27:37,@MacroScope17 @JamesGRickards The whole island state of Singapore is like that now. The latest blanket policy put forward courtesy of the gov. They put up notices and have ushers to check your Vaccine passport to dine in ''air-conditioned'' establishments. What a horrendous lack of foresight!,,Twitter Web App
Bestbaldmanever,,,False,2021-08-17 09:27:01,"@ManCityHelp what are the COVID requirements for entering the stadium on match day? Do we need COVID passport, proof of vaccine etc?",,Twitter for iPhone
💧 Joanne J 😷,Australia,immigrant feminist politically engaged.,False,2021-08-17 09:26:59,"@realist_brutal Yeah, I do.  This is why a vaccine passport is necessary.",,Twitter for iPhone
Michael  Burleigh,"England, United Kingdom",“Someone you’d not want to find on the other side in an intellectual bar fight” David Aaronovitch. Populism and the Pandemic; Day of the Assassins (both 2021),False,2021-08-17 09:26:45,"Macron eyes victory over vaccine pass protesters via @FT
 https://t.co/j0EHbUbSIY",,Twitter for iPhone
Roy Grimm - American Christian Conservative 🏝,Republic of the Philippines,"LCCC Church Philippines 
Followed by @RudyGiuliani @RyanAFournier @charliekirk11 @RealMattCouch @atensnut @ChuckCallesto @codeofvets @MsAvaArmstrong @Annakhait",False,2021-08-17 09:26:41,"@MerlinSimpleto2 @karthik_es Less than 1% are female in the photo.
None of them have a vaccine passport or a mask and 99% are fighting age men....",,Twitter Web App
Darren Oliver,"Manchester, England",Face and Face cabbage is not mine. Former Boris Johnson supporter.,False,2021-08-17 09:24:43,"This article from full fact aged well

https://t.co/oaKKxGXuKz

#NoVaccinePassport #NoVaccinePassports

@EssexPR @JamesMelville @RealJoelSmalley","['NoVaccinePassport', 'NoVaccinePassports']",Twitter for iPhone
COVID Pass Certificate,,"COVID Pass Certificate is the leading publisher of COVID passport-related news stories, current affairs and trending topics.",False,2021-08-17 09:24:34,"🌏 Meanwhile, several Asian countries are looking to lift the #travelban with necessary precautions.

However, fully reopening Asian borders will require a standardized vaccine passport like the #EUCOVIDCertificate.

https://t.co/6FNBNYrYHT",['travelban'],Twitter Web App
Aakash Chandran,New Delhi,Bundle of contradiction. Juggles between Human Rights and International (Criminal & Humanitarian) Law. South Asian University (LLM). He/Him.,False,2021-08-17 09:22:56,My friend Advaiyot Sharma writes on the urgent need to devise a careful and well thought vaccine passport policy. https://t.co/1rL2eSSxjp,,Twitter for Android
RJB007,,,False,2021-08-17 09:22:05,@john_lichfield Nobody in France is being forced to get vaccinated. The pass sanitaire proves that you have been. If I ran a bar I would refuse entry to unvaccinated,,Twitter for iPhone
XCV,,,False,2021-08-17 09:21:56,@MizBish @DanielAndrewsMP Open the economy only to the vaccinated? This is a form of medical apartheid. It is illegal &amp; delusional to prohibit healthy people from participating in the social &amp; economic life. A vaccine passport is a form of racism and social discrimination,,Twitter Web App
🇺🇸Liberty Loving American🇺🇸,United States,"Christian, husband, father, patriot, historian. #MAGA #KAG TRUMP WON 2020. @LibertyLovingAm on GETTR",False,2021-08-17 09:20:22,"Vac­cine man­dates for in-per­son in­ter­ac­tions…should make ex­cep­tions for the pre­vi­ously in­fected, who thanks to nat­ural mu­cosal im­mu­nity are likely at less risk than never-in­fected vac­ci­nated peo­ple of spread­ing the virus to oth­ers. https://t.co/Tdw22PO2xK",,Twitter for iPhone
Craig Barrington,Cape Town,,False,2021-08-17 09:20:22,"@MariusCRoodt @AndreFlashPatch I suppose then, it’s also possible to be pro-vaccines and then not really care whether a vaccine passport is imposed or not? If the shoe doesn’t fit…..",,Twitter for iPhone
Godla(j)k 🐽,Chatka Puchatka,"'Vigilla pretium libertatis' * @STATA 🐒 with P.ermanent h.ead D.amage * my TG channel: https://t.co/iI4mnC4YnR
{back up account: @GodlakK}",False,2021-08-17 09:17:31,Like covid pass ? https://t.co/Qh0VVwg1HM,,Twitter for Android
Merlin,American1776,I have another account that I am locked out of. @Merlinsimpleton I whole heartedly support the police. Never forget 9/11 #Benghanzi #backtheblue #MAGA,False,2021-08-17 09:17:23,@GrimmRoy @karthik_es I Iove how you say you think greater than 1% has the “vaccine passport” in reality you have no idea. But you put it out there anyways.,,Twitter for iPhone
Inconnu Parisien,,,False,2021-08-17 09:17:11,@poopea_pons Do you accept me if I don’t have my « pass sanitaire » ? ;),,Twitter for iPhone
Professor Dominic Regan,,"“Best speaker on the planet” -Lawnet. The authority on all my reforms""Jackson LJ .”Wine critic Counsel.”Costs guru “Times,Legal heavyweight Indy.",False,2021-08-17 09:16:10,"⁦@SimonCalder⁩ Get your Covid pass checked and collect a wristband which means that one is not troubled again on the journey ( Gare Montparnasse , Paris). https://t.co/ghlesfyN5V",,Twitter for iPhone
Garry Jenkin,"Carrollton, TX",The future is in data analytics and humor. #analytics #AI #dataviz #neuralnetwork #humor https://t.co/PlvdMyKz0l https://t.co/Lrqtche6ed https://t.co/KaKqlKqY7W,False,2021-08-17 09:16:05,'Outrageous': Biden blasted over report of 'vaccine passport' for interstate travel https://t.co/u39wFWnngF,,Twitter Web App
𝐓𝐢𝐦 𝐒𝐰𝐚𝐧𝐧𝐞𝐥𝐥 #FBPA #FBPE #GTTO 3.5%,The Anus of England (Northampton),"#FBPA #FBPE #GTTO 3.5%

Chronic pain, ME, CRPS & Fibromyalgia Sufferer

You are entitled to your own opinions, you are not entitled to your own facts",False,2021-08-17 09:15:12,"@joedunford200 @Jules_Cath @Beany_1 @thedweebster @darrengrimes_ It hasn't finished yet, but has been at 63.9% yes since about 2am

I don't know about Vaccine Passport's, but I am thinking IQ Passports might be a good idea 🤔",,Twitter Web App
mumzles,,,False,2021-08-17 09:13:35,@JennaLuche @BlueBoxDave How does a vaccine pass help you eat in safety? I know you hope the vaccines will protect against infection and transmission but the data say they don’t,,Twitter for iPhone
tuiuk,,"Got a question? Tweet us, call 0203 451 2688 or read our FAQs: https://t.co/8GIM0YpPE0. We're here to help 8am-midnight, 7 days a week.",True,2021-08-17 09:09:56,"@Slids66 Hi Sarah, please follow the link &amp; this info will be stated under the 'for travel abroad' section https://t.co/yHSmkrYD7R ^Kim",,Sprout Social
Bestbaldmanever,,,False,2021-08-17 09:07:22,"@ManCity what are the COVID requirements, if any, for entering the stadium? Do we need to show covid pass, etc?",,Twitter for iPhone
